Id_Athlete,Athlete,Gender,Medal
,"AABYE, Edgar",Men,Gold
,"NILSSON, August",Men,Gold
,"SCHMIDT, Eugen",Men,Gold
,"SÖDERSTRÖM, Gustaf",Men,Gold
,"STAAF, Karl Gustav",Men,Gold
,"WINCKLER, Charles",Men,Gold
,"BASSET, Pierre",Men,Silver
,"COLLAS, Jean",Men,Silver
,"GONDOUIN, Charles",Men,Silver
,"HENRIQUEZ DE ZUBIERRA, Constantin",Men,Silver
,"ROFFO, Joseph",Men,Silver
,"SARRADE, Emile",Men,Silver
,"BRAUNSCHWEIGER, Alfred",Men,Bronze
,"KEHOE, Frank",Men,Bronze
,"SHELDON, George",Men,Gold
,"HOFFMANN, Georg",Men,Silver
,"GOODWIN, Leo Budd",Men,Bronze
,"DICKEY, William Paul",Men,Gold
,"ADAMS, Edgar H.",Men,Silver
,"ZACHARIAS, Georg",Men,Bronze
,"BRACK, Walter",Men,Gold
,"HOFFMANN, Georg",Men,Silver
,"LEARY, J. Scott",Men,Bronze
,"HALMAY, Zoltan",Men,Gold
,"DANIELS, Charles",Men,Silver
,"GAILEY, Francis",Men,Bronze
,"RAUSCH, Emil",Men,Gold
,"KISS, Geza",Men,Silver
,"RAUSCH, Emil",Men,Bronze
,"DANIELS, Charles",Men,Gold
,"GAILEY, Francis",Men,Silver
,"HANDY, Hehry Jamison",Men,Bronze
,"ZACHARIAS, Georg",Men,Gold
,"BRACK, Walter",Men,Silver
,"WAHLE, Otto",Men,Bronze
,"DANIELS, Charles",Men,Gold
,"GAILEY, Francis",Men,Silver
,"EVANS, Gwynne",Men,Bronze
,"ORTHWEIN, William Robert",Men,Bronze
,"REYBURN, Amadee",Men,Bronze
,"SCHWARTZ, Marquard",Men,Bronze
,"DANIELS, Charles",Men,Gold
,"GOODWIN, Leo Budd",Men,Gold
,"HANDLEY, Louis De Breda",Men,Gold
,"RUDDY, Joseph A.",Men,Gold
,"GOETZ, Hugo",Men,Silver
,"HAMMOND, David",Men,Silver
,"THORNE, Raymond",Men,Silver
,"TUTTLE, William",Men,Silver
,"DANIELS, Charles",Men,Bronze
,"HALMAY, Zoltan",Men,Gold
,"LEARY, J. Scott",Men,Silver
,"KISS, Geza",Men,Bronze
,"RAUSCH, Emil",Men,Gold
,"GAILEY, Francis",Men,Silver
,"THOMPSON, William Henry",Men,Bronze
,"BRYANT, George Philipp",Men,Gold
,"WILLIAMS, Robert",Men,Silver
,"POLLOCK, Jessie",Women,Bronze
,"HOWELL, Matilda Scott",Women,Gold
,"COOKE, Emma C.",Women,Silver
,"POLLOCK, Jessie",Women,Bronze
,"HOWELL, Matilda Scott",Women,Gold
,"COOKE, Emma C.",Women,Silver
,"THOMPSON, William Henry",Men,Bronze
,"BRYANT, George Philipp",Men,Gold
,"WILLIAMS, Robert",Men,Silver
,"BRYANT, George Philipp",Men,Bronze
,"BRYANT, Wallace",Men,Bronze
,"DALLIN, Cyrus Edwin",Men,Bronze
,"RICHARDSON, Henry Barber",Men,Bronze
,"MAXSON, Louis W.",Men,Gold
,"SPENCER, Galen Carter",Men,Gold
,"THOMPSON, William Henry",Men,Gold
,"WILLIAMS, Robert",Men,Gold
,"CLARK, William A.",Men,Silver
,"DUVALL, Samuel Harding",Men,Silver
,"HUBBARD, Charles R.",Men,Silver
,"WOODRUFF, Charles S.",Men,Silver
,"HOWELL, Matilda Scott",Women,Gold
,"POLLOCK, Jessie",Women,Gold
,"TAYLOR, Louise",Women,Gold
,"WOODRUFF, Laura",Women,Gold
,"COOKE, Emma C.",Women,Silver
,"TAYLOR, Mabel",Women,Silver
,"HOGENSON, William",Men,Bronze
,"HAHN, Archie",Men,Gold
,"CARTMELL, John Nathaniel",Men,Silver
,"ASHBURNER, Lesley",Men,Bronze
,"SCHULE, Frederick",Men,Gold
,"SHIDELER, Thaddeus",Men,Silver
,"HEARN, Lacey",Men,Bronze
,"LIGHTBODY, James",Men,Gold
,"VERNER, William Frank",Men,Silver
,"HOGENSON, William",Men,Bronze
,"HAHN, Archie",Men,Gold
,"CARTMELL, John Nathaniel",Men,Silver
,"POAGE, George",Men,Bronze
,"HILLMAN, Harry",Men,Gold
,"CASTLEMAN, Frank",Men,Silver
,"NEWTON, Arthur",Men,Bronze
,"LIGHTBODY, James",Men,Gold
,"DALY, John",Men,Silver
,"GROMAN, Herman",Men,Bronze
,"HILLMAN, Harry",Men,Gold
,"WALLER, Frank",Men,Silver
,"POAGE, George",Men,Bronze
,"HILLMAN, Harry",Men,Gold
,"WALLER, Frank",Men,Silver
,"MUNSON, David Curtis",Men,Gold
,"NEWTON, Arthur",Men,Gold
,"PILGRIM, Paul Harry",Men,Gold
,"UNDERWOOD, George",Men,Gold
,"VALENTINE, Howard",Men,Gold
,"CORAY, Albert",Men,Silver
,"HATCH, Sidney",Men,Silver
,"HEARN, Lacey",Men,Silver
,"LIGHTBODY, James",Men,Silver
,"VERNER, William Frank",Men,Silver
,"MITCHELL, James",Men,Bronze
,"DESMARTEAU, Etienne",Men,Gold
,"FLANAGAN, John Jesus",Men,Silver
,"MOULTON, Fay",Men,Bronze
,"HAHN, Archie",Men,Gold
,"HOGENSON, William",Men,Silver
,"BREITKREUTZ, Emil",Men,Bronze
,"LIGHTBODY, James",Men,Gold
,"VALENTINE, Howard",Men,Silver
,"HARE, Thomas Truxton",Men,Bronze
,"KIELY, Thomas Francis",Men,Gold
,"GUNN, Adam",Men,Silver
,"GEORGANDAS, Nicolaos",Men,Bronze
,"SHERIDAN, Martin",Men,Gold
,"ROSE, Ralph",Men,Silver
,"ROSE, Ralph",Men,Bronze
,"FLANAGAN, John Jesus",Men,Gold
,"DEWITT, John",Men,Silver
,"WEINSTEIN, Paul",Men,Bronze
,"JONES, Samuel",Men,Gold
,"SERVISS, Garrett",Men,Silver
,"ROBERTSON, Lawson N.",Men,Bronze
,"EWRY, Ray",Men,Gold
,"STADLER, Joseph F.",Men,Silver
,"STANGLAND, Robert",Men,Bronze
,"PRINSTEIN, Meyer",Men,Gold
,"FRANK, Daniel",Men,Silver
,"BILLER, John",Men,Bronze
,"EWRY, Ray",Men,Gold
,"KING, Charles",Men,Silver
,"NEWTON, Arthur",Men,Bronze
,"HICKS, Thomas",Men,Gold
,"CORAY, Albert",Men,Silver
,"WILKINS, Louis",Men,Bronze
,"DVORAK, Charles",Men,Gold
,"SAMSE, Leroy",Men,Silver
,"FEUERBACH, Lawrence E. Joseph",Men,Bronze
,"ROSE, Ralph",Men,Gold
,"COE, William Wesley",Men,Silver
,"MERZ, William",Men,Bronze
,"EMMERICH, Max",Men,Gold
,"GRIEB, John",Men,Silver
,"STANGLAND, Robert",Men,Bronze
,"PRINSTEIN, Meyer",Men,Gold
,"ENGLEHARDT, Frederick",Men,Silver
,"STADLER, Joseph F.",Men,Bronze
,"EWRY, Ray",Men,Gold
,"KING, Charles",Men,Silver
,"FINNEGAN, George",Men,Gold
,"BURKE, Miles",Men,Silver
,"MICHAELS, William",Men,Bronze
,"BERGER, Samuel",Men,Gold
,"MAYER, Charles",Men,Silver
,"KIRK, Oliver L.",Men,Gold
,"FINNEGAN, George",Men,Silver
,"GILMORE, Frederick",Men,Bronze
,"KIRK, Oliver L.",Men,Gold
,"HALLER, Frank",Men,Silver
,"VAN HORN, Russell",Men,Bronze
,"SPANGER, Harry J.",Men,Gold
,"EAGAN, James Jack",Men,Silver
,"EAGAN, James Jack",Men,Bronze
,"LYDON, Joseph",Men,Bronze
,"YOUNG, Albert",Men,Gold
,"SPANGER, Harry J.",Men,Silver
,"MAYER, Charles",Men,Gold
,"SPRADLEY, Benjamin",Men,Silver
,"BILLINGTON, Edward",Men,Bronze
,"HURLEY, Marcus",Men,Gold
,"DOWNING, Burton",Men,Silver
,"DOWNING, Burton",Men,Bronze
,"HURLEY, Marcus",Men,Gold
,"BILLINGTON, Edward",Men,Silver
,"BILLINGTON, Edward",Men,Bronze
,"HURLEY, Marcus",Men,Gold
,"DOWNING, Burton",Men,Silver
,"BILLINGTON, Edward",Men,Bronze
,"HURLEY, Marcus",Men,Gold
,"DOWNING, Burton",Men,Silver
,"HURLEY, Marcus",Men,Bronze
,"DOWNING, Burton",Men,Gold
,"GOERKE, Oscar",Men,Silver
,"WILEY, George",Men,Bronze
,"DOWNING, Burton",Men,Gold
,"ANDREWS, Arthur F.",Men,Silver
,"ANDREWS, Arthur F.",Men,Bronze
,"SCHLEE, Charles",Men,Gold
,"WILEY, George",Men,Silver
,"VAN ZO POST, Albertson",Men,Bronze
,"FONST, Ramon",Men,Gold
,"TATHAM, Charles",Men,Silver
,"TATHAM, Charles",Men,Bronze
,"FONST, Ramon",Men,Gold
,"VAN ZO POST, Albertson",Men,Silver
,"DIAZ, Manuel",Men,Gold
,"FONST, Ramon",Men,Gold
,"VAN ZO POST, Albertson",Men,Gold
,"FOX, Arthur",Men,Silver
,"TATHAM, Charles",Men,Silver
,"TOWNSEND, Charles Fitzhugh",Men,Silver
,"VAN ZO POST, Albertson",Men,Bronze
,"DIAZ, Manuel",Men,Gold
,"GREBE, William",Men,Silver
,"GREBE, William",Men,Bronze
,"VAN ZO POST, Albertson",Men,Gold
,"O'CONNOR, William Scott",Men,Silver
,"BRADY, Joseph J.",Men,Bronze
,"COOKE, George Edwin",Men,Bronze
,"COOKE, Thomas J.",Men,Bronze
,"COSTGROVE, Cormic F.",Men,Bronze
,DIERKES,Men,Bronze
,"DOOLING, Martin T.",Men,Bronze
,"FROST, Frank",Men,Bronze
,"JAMESON, Claude Stanley",Men,Bronze
,"JAMESON, Henry Wood",Men,Bronze
,"JOHNSON, -",Men,Bronze
,O'CONNELL,Men,Bronze
,"TATE, Harry",Men,Bronze
,"BARTLIFF, Charles Albert",Men,Gold
,"BRADY, Joseph J.",Men,Gold
,"BRITTINGHAM, Warren G.",Men,Gold
,"BROCKMEYER, Oscar B.",Men,Gold
,"COOKE, George Edwin",Men,Gold
,"COOKE, Thomas J.",Men,Gold
,"COSTGROVE, Cormic F.",Men,Gold
,"CUDMORE, Alexander",Men,Gold
,DIERKES,Men,Gold
,"DOOLING, Martin T.",Men,Gold
,"DUCKER, George",Men,Gold
,"FRASER, John Alexander",Men,Gold
,"FROST, Frank",Men,Gold
,"GOURLEY, John",Men,Gold
,"HALL, Alexander",Men,Gold
,"JAMESON, Claude Stanley",Men,Gold
,"JAMESON, Henry Wood",Men,Gold
,"JANUARY, Charles James",Men,Gold
,"JANUARY, John Hartnett",Men,Gold
,"JANUARY, Thomas Thurston",Men,Gold
,"JOHNSON, -",Men,Gold
,"JOHNSON, Albert",Men,Gold
,"LANE, Robert",Men,Gold
,"LAWLER, Raymond E.",Men,Gold
,"LINTON, Ernest",Men,Gold
,"LYDON, Joseph",Men,Gold
,"MACDONALD, Gordon",Men,Gold
,"MENGES, Louis John",Men,Gold
,O'CONNELL,Men,Gold
,"RATICAN, Peter Joseph",Men,Gold
,"STEEP, Frederick",Men,Gold
,"TATE, Harry",Men,Gold
,"TAYLOR, Thomas",Men,Gold
,"TWAITS, William",Men,Gold
,"BARTLIFF, Charles Albert",Men,Silver
,"BRITTINGHAM, Warren G.",Men,Silver
,"BROCKMEYER, Oscar B.",Men,Silver
,"CUDMORE, Alexander",Men,Silver
,"JANUARY, Charles James",Men,Silver
,"JANUARY, John Hartnett",Men,Silver
,"JANUARY, Thomas Thurston",Men,Silver
,"LAWLER, Raymond E.",Men,Silver
,"LYDON, Joseph",Men,Silver
,"MENGES, Louis John",Men,Silver
,"RATICAN, Peter Joseph",Men,Silver
,"MCKINNIE, Burt P.",Men,Bronze
,"NEWTON, Francis Clement",Men,Bronze
,"LYON, George Seymour",Men,Gold
,"EGAN, Henri Chandler",Men,Silver
,"CUMMINS, Edward M.",Men,Gold
,"EDWARDS, Kenneth Paine",Men,Gold
,"EGAN, Henri Chandler",Men,Gold
,"EGAN, Walter Eugene",Men,Gold
,"HUNTER, Robert Edward",Men,Gold
,"MOORE, Nathaniel Fish",Men,Gold
,"PHELPS, Mason Elliot",Men,Gold
,"SAWYER, Danieledward",Men,Gold
,"SMOOT, Clement E.",Men,Gold
,"WOOD, Warren K.",Men,Gold
,"CADY, John Deere",Men,Silver
,"LAMBERT, Albert Bond",Men,Silver
,"MAXWELL, John R.",Men,Silver
,"MCKINNIE, Burt P.",Men,Silver
,"MCKITTRICK, Ralph",Men,Silver
,"NEWTON, Francis Clement",Men,Silver
,"POTTER, Henry",Men,Silver
,"SEMPLE, Frederick",Men,Silver
,"STICKNEY, Arthur William",Men,Silver
,"STICKNEY, Stuart Grosvenor",Men,Silver
,"WILSON, Ralph",Men,Bronze
,"HENNIG, Edward",Men,Gold
,"VOIGT, Emil",Men,Silver
,"WEBER, Wilhelm",Men,Bronze
,"SPINNLER, Adolf",Men,Gold
,"LENHART, Julius",Men,Silver
,"MERZ, William",Men,Bronze
,"HEIDA, Anton",Men,Gold
,"EYSER, George",Men,Silver
,"EYSER, George",Men,Bronze
,"HEIDA, Anton",Men,Gold
,"HENNIG, Edward",Men,Gold
,"SPINNLER, Adolf",Men,Bronze
,"LENHART, Julius",Men,Gold
,"WEBER, Wilhelm",Men,Silver
,"DUHA, John",Men,Bronze
,"EYSER, George",Men,Gold
,"HEIDA, Anton",Men,Silver
,"MERZ, William",Men,Bronze
,"HEIDA, Anton",Men,Gold
,"EYSER, George",Men,Silver
,"VOIGT, Emil",Men,Bronze
,"GLASS, Hermann",Men,Gold
,"MERZ, William",Men,Silver
,"VOIGT, Emil",Men,Bronze
,"EYSER, George",Men,Gold
,"KRAUSE, Charles",Men,Silver
,"DUHA, John",Men,Bronze
,"KRAUSE, Charles",Men,Bronze
,"MAYACK, Robert",Men,Bronze
,"MEYER, George",Men,Bronze
,"SCHUSTER, Philipp",Men,Bronze
,"SIEGLER, Edward",Men,Bronze
,"GRIEB, John",Men,Gold
,"HEIDA, Anton",Men,Gold
,"HESS, Max",Men,Gold
,"KASSEL, Philipp",Men,Gold
,"LENHART, Julius",Men,Gold
,"RECKEWEG, Ernst",Men,Gold
,"BEYER, Emil",Men,Silver
,"BISSINGER, John",Men,Silver
,"ROSENKAMPF, Arthur",Men,Silver
,"SCHMITZ, Julian",Men,Silver
,"STEFFEN, Otto",Men,Silver
,"WOLF, Max",Men,Silver
,"MERZ, William",Men,Bronze
,"EYSER, George",Men,Gold
,"HEIDA, Anton",Men,Gold
,"BLANCHARD, Elie",Men,Gold
,"BRENNAUGH, W.",Men,Gold
,"BRETZ, George",Men,Gold
,"BURNS, William Laurie",Men,Gold
,"CATTANACH, George",Men,Gold
,"CLOUTIER, George",Men,Gold
,"COWAN, Sandy",Men,Gold
,"FLETT, Jack",Men,Gold
,"JAMIESON, Benjamin",Men,Gold
,"LAIDLAW, Hilliard",Men,Gold
,"LYLE, H.",Men,Gold
,"ORRIS, William F.L.",Men,Gold
,"PENTLAND, L.H.",Men,Gold
,"CROGAN, Patrick",Men,Silver
,"DOWLING, J.W.",Men,Silver
,GIBSON,Men,Silver
,HESS,Men,Silver
,"HUNTER, Robert Edward",Men,Silver
,LEHMAN,Men,Silver
,MURPHY,Men,Silver
,PARTRIDGE,Men,Silver
,"PASSMORE, George",Men,Silver
,SULLIVAN,Men,Silver
,"VENN, A.H.",Men,Silver
,WOODS,Men,Silver
,YOUNG,Men,Silver
,"BROWN, Charles",Men,Bronze
,"JACOBUS, Charles",Men,Gold
,"STREETER, Smith O.",Men,Silver
,"BUERGER, Joseph",Men,Bronze
,"JOACHIM, John",Men,Bronze
,"FARNAM, Robert",Men,Gold
,"RYAN, Joseph",Men,Gold
,"MULCAHY, John J.F.",Men,Silver
,"VARLEY, William",Men,Silver
,"RAVANACK, Joseph",Men,Bronze
,"WELLS, John",Men,Bronze
,"MULCAHY, John J.F.",Men,Gold
,"VARLEY, William",Men,Gold
,"HOBEN, John Grey",Men,Silver
,"MCLOUGHLIN, James",Men,Silver
,"ABELL, Louis",Men,Gold
,"ARMSTRONG, Charles E.",Men,Gold
,"CRESSER, Frederick",Men,Gold
,"DEMPSEY, Joseph F.",Men,Gold
,"EXLEY, John",Men,Gold
,"FLANIGAN, James",Men,Gold
,"GLEASON, Michael D.",Men,Gold
,"LOTT, Harry Hunter",Men,Gold
,"SCHELL, Frank Reaner",Men,Gold
,"BAILEY, Arthur B.",Men,Silver
,"BOYD, Philip Ewing",Men,Silver
,"LOUDON, Thomas Richardson",Men,Silver
,"MACKENZIE, Donald",Men,Silver
,"REIFFENSTEIN, George Patrick",Men,Silver
,"RICE, William",Men,Silver
,"STRANGE, George  M.",Men,Silver
,"WADSWORTH, William",Men,Silver
,"WRIGHT, Joseph George",Men,Silver
,"DUNIMERTH, Frank",Men,Bronze
,"FREITAG, John",Men,Bronze
,"HELM, Louis G.",Men,Bronze
,"VOERG, Gustav",Men,Bronze
,"DIETZ, George",Men,Gold
,"ERKER, August",Men,Gold
,"NASSE, Albert",Men,Gold
,"STOCKHOFF, Arthur",Men,Gold
,"AMAN, Charles",Men,Silver
,"BEGLEY, Michael",Men,Silver
,"FROMANACK, Martin",Men,Silver
,"SUERIG, Frederick",Men,Silver
,"TITUS, Constance",Men,Bronze
,"GREER, Frank",Men,Gold
,"JUVENAL, James",Men,Silver
,"GAMBLE, Clarence Olivier",Men,Bronze
,"WEAR, Arthur Yancey",Men,Bronze
,"WEAR, Joseph Walker",Men,Bronze
,"WEST, Allen Tarwater",Men,Bronze
,"LEONARD, Edgar Welch",Men,Gold
,"WRIGHT, Beals Coleman",Men,Gold
,"BELL, Alphonzo Edward",Men,Silver
,"LEROY, Robert",Men,Silver
,"BELL, Alphonzo Edward",Men,Bronze
,"LEONARD, Edgar Welch",Men,Bronze
,"WRIGHT, Beals Coleman",Men,Gold
,"LEROY, Robert",Men,Silver
,"FRIDE, H.",Men,Bronze
,"HABERCORN, Charles",Men,Bronze
,"JACOBS, H.",Men,Bronze
,"KUNGLER, Frank",Men,Bronze
,"THEAS, Charles",Men,Bronze
,"FLANAGAN, Patrick",Men,Gold
,"JOHNSON, Sydney B.",Men,Gold
,"MAGNUSSEN, Conrad",Men,Gold
,"OLSON, Oscar G.",Men,Gold
,"SICLING, H.",Men,Gold
,"BRAUN, Max",Men,Silver
,"RODENBERGER, August",Men,Silver
,"ROSE, Charles",Men,Silver
,"SEILING, William",Men,Silver
,"UPSHAW, Orrin Thomas",Men,Silver
,"KUNGLER, Frank",Men,Bronze
,"OSTHOFF, Oscar Paul",Men,Gold
,"WINTERS, Frederick",Men,Silver
,"KUNGLER, Frank",Men,Bronze
,"KAKOUSIS, Perikles",Men,Gold
,"OSTHOFF, Oscar Paul",Men,Silver
,"THIEFENTHALER, Gustav",Men,Bronze
,"CURRY, Robert",Men,Gold
,"HEIN, John",Men,Silver
,"WARMBOLD, Frederick Charles",Men,Bronze
,"HANSEN, Bernhuff",Men,Gold
,"KUNGLER, Frank",Men,Silver
,"NELSON, William",Men,Bronze
,"MEHNERT, George Nicholas",Men,Gold
,"BAUER, Gustav",Men,Silver
,"STREBLER, Zenon B.",Men,Bronze
,"NIFLOT, Isidor",Men,Gold
,"WESTER, August",Men,Silver
,"CLAPPER, Charles E.",Men,Bronze
,"BRADSHAW, Benjamin Joseph",Men,Gold
,"MCLEAR, Theodore",Men,Silver
,"ZIRKEL, Albert",Men,Bronze
,"ROEHM, Otto F.",Men,Gold
,"TESING, Rudolph",Men,Silver
,"WINHOLTZ, Jerry",Men,Bronze
,"ERICKSEN, Charles",Men,Gold
,"BECKMANN, William",Men,Silver
,"SPANGBERG, Arvid",Men,Bronze
,"JOHANSSON, Hjalmar",Men,Gold
,"MALMSTRÖM, Karl",Men,Silver
,"GAIDZIK, George William",Men,Bronze
,"WALZ, Gottlob",Men,Bronze
,"ZÜRNER, Albert",Men,Gold
,"BEHRENS, Kurt",Men,Silver
,"HARESNAPE, Herbert Nickall",Men,Bronze
,"BIEBERSTEIN, Arno",Men,Gold
,"DAM, Hans Peter Ludwig",Men,Silver
,"JULIN, Harald S.A.",Men,Bronze
,"DANIELS, Charles",Men,Gold
,"HALMAY, Zoltan",Men,Silver
,"BEAUREPAIRE, Frank E.",Men,Bronze
,"TAYLOR, Henry",Men,Gold
,"BATTERSBY, Thomas Sidney",Men,Silver
,"HANSSON, Pontus",Men,Bronze
,"HOLMAN, Frederick",Men,Gold
,"ROBINSON, William Walter",Men,Silver
,"SCHEFF, Otto",Men,Bronze
,"TAYLOR, Henry",Men,Gold
,"BEAUREPAIRE, Frank E.",Men,Silver
,"DANIELS, Charles",Men,Bronze
,"GOODWIN, Leo Budd",Men,Bronze
,"HEBNER, Harry J.",Men,Bronze
,"RICH, Leslie George",Men,Bronze
,"DERBYSHIRE, John Henry",Men,Gold
,"FOSTER, William",Men,Gold
,"RADMILOVIC, Paul",Men,Gold
,"TAYLOR, Henry",Men,Gold
,"HALMAY, Zoltan",Men,Silver
,"LAS TORRES, Béla",Men,Silver
,"MUNK, Jozsef",Men,Silver
,"ZACHAR, Imre",Men,Silver
,"CORNET, George Thomson",Men,Gold
,"FORSYTH, Charles Eric",Men,Gold
,"NEVINSON, George Wilfrid",Men,Gold
,"RADMILOVIC, Paul",Men,Gold
,"SMITH, Charles Sydney",Men,Gold
,"THOULD, Thomas Henry",Men,Gold
,"WILKINSON, George",Men,Gold
,"BOIN, Victor",Men,Silver
,"DONNERS, Hermann",Men,Silver
,"FEYAERTS, Fernand",Men,Silver
,"GREGOIRE, Oscar",Men,Silver
,"MEYBOOM, Herman",Men,Silver
,"MICHANT, Albert",Men,Silver
,"PLETINCX, Joseph",Men,Silver
,"CABARET, Gustave",Men,Bronze
,"GRISOT, EugÃ¨ne G.",Men,Gold
,"VERNET, Louis",Men,Silver
,"HILL-LOWE, Beatrice Geraldine",Women,Bronze
,"NEWALL, Sybil Fenton Quenni",Women,Gold
,"DOD, Charlotte",Women,Silver
,"RICHARDSON, Henry Barber",Men,Bronze
,"DOD, William",Men,Gold
,"BROOKS-KING, Reginald B.",Men,Silver
,"KERR, Robert",Men,Bronze
,"WALKER, Reginald",Men,Gold
,"RECTOR, James",Men,Silver
,"SPENCER, Edward Adams",Men,Bronze
,"LARNER, George Edward",Men,Gold
,"WEBB, Ernest",Men,Silver
,"SHAW, Arthur",Men,Bronze
,"SMITHSON, Forrest",Men,Gold
,"GARRELS, John Carlyle",Men,Silver
,"HALLOWS, Norman",Men,Bronze
,"SHEPPARD, Melvin",Men,Gold
,"WILSON, Harold",Men,Silver
,"CARTMELL, John Nathaniel",Men,Bronze
,"KERR, Robert",Men,Gold
,"CLOUGHEN, Robert",Men,Silver
,"EISELE, John Lincoln",Men,Bronze
,"RUSSELL, Arthur",Men,Gold
,"ROBERTSON, Arthur James",Men,Silver
,"KERR, Harry E.",Men,Bronze
,"LARNER, George Edward",Men,Gold
,"WEBB, Ernest",Men,Silver
,"DE FLEURAC, Louis N.",Men,Bronze
,"DREHER, Joseph",Men,Bronze
,"LIJANDIER, Paul",Men,Bronze
,"COALES, William",Men,Gold
,"DEAKIN, Joseph Edmund",Men,Gold
,"ROBERTSON, Arthur James",Men,Gold
,"BONHAG, George V.",Men,Silver
,"EISELE, John Lincoln",Men,Silver
,"TRUBE, Herbert Lawrence",Men,Silver
,"HALSWELLE, Wyndham",Men,Gold
,"TREMEER, Leonard Francis",Men,Bronze
,"BACON, Charles Joseph",Men,Gold
,"HILLMAN, Harry",Men,Silver
,"BODOR, Ödön",Men,Bronze
,"NAGY, Jozsef",Men,Bronze
,"RACZ, G.",Men,Bronze
,"SIMON, Pal",Men,Bronze
,"CARTMELL, John Nathaniel",Men,Gold
,"HAMILTON, William Frank",Men,Gold
,"SHEPPARD, Melvin",Men,Gold
,"TAYLOR, John Baxter",Men,Gold
,"BRAUN, Hans",Men,Silver
,"EICKE, Hans",Men,Silver
,"HOFFMANN, Artur",Men,Silver
,"TRIELOFF, Otto P.",Men,Silver
,"SVANBERG, Johan Fritiof",Men,Bronze
,"VOIGT, Emil Robert",Men,Gold
,"OWEN, Edward",Men,Silver
,"BRAUN, Hans",Men,Bronze
,"SHEPPARD, Melvin",Men,Gold
,"LUNGHI, Emilio",Men,Silver
,"HORR, Marquis Franklin",Men,Bronze
,"SHERIDAN, Martin",Men,Gold
,"GIFFIN, Merritt Hayward",Men,Silver
,"JÄRVINEN, Werner",Men,Bronze
,"SHERIDAN, Martin",Men,Gold
,"HORR, Marquis Franklin",Men,Silver
,"WALSH, Cornelius",Men,Bronze
,"FLANAGAN, John Jesus",Men,Gold
,"MCGRATH, Matthew J.",Men,Silver
,"PORTER, Harry Franklin",Men,Gold
,"ANDRE, Georges",Men,Silver
,"LEAHY, Cornelius",Men,Silver
,"SOMODY, Istvan",Men,Silver
,"EWRY, Ray",Men,Gold
,"BILLER, John",Men,Silver
,"TSICLITIRAS, Konstantinos",Men,Silver
,"NILSSON, Otto",Men,Bronze
,"LEMMING, Eric",Men,Gold
,"HALSE, Arne",Men,Silver
,"HALSE, Arne",Men,Bronze
,"LEMMING, Eric",Men,Gold
,"DORIZAS, Mikael M.",Men,Silver
,"BRICKER, Calvin David",Men,Bronze
,"IRONS, Francis C.",Men,Gold
,"KELLY, Daniel",Men,Silver
,"SHERIDAN, Martin",Men,Bronze
,"EWRY, Ray",Men,Gold
,"TSICLITIRAS, Konstantinos",Men,Silver
,"FORSHAW, Joseph",Men,Bronze
,"HAYES, John Joseph",Men,Gold
,"HEFFERON, Charles A.",Men,Silver
,"ARCHIBALD, Edward Blake",Men,Bronze
,"JACOBS, Charles Sherman",Men,Bronze
,"SÖDERSTRÖM, Bruno",Men,Bronze
,"COOKE, Edward Tiffin",Men,Gold
,"GILBERT, Alfred Carleten",Men,Gold
,"GARRELS, John Carlyle",Men,Bronze
,"ROSE, Ralph",Men,Gold
,"HORGAN, Dennis",Men,Silver
,"LARSEN, Edvard",Men,Bronze
,"AHEARNE, Timoty J.",Men,Gold
,"MACDONALD, J.Garfield",Men,Silver
,"WEBB, William",Men,Bronze
,"THOMAS, A. Henry",Men,Gold
,"CONDON, John",Men,Silver
,"PARKS, Frederick",Men,Bronze
,"OLDMAN, Albert Leonard",Men,Gold
,"EVANS, Sydney Charles H.",Men,Silver
,"RODDIN, Hugh",Men,Bronze
,"GUNN, Richard Kenneth",Men,Gold
,"MORRIS, Charles W.",Men,Silver
,"JOHNSON, Harry H.",Men,Bronze
,"GRACE, Frederick",Men,Gold
,"SPILLER, M. Frederick",Men,Silver
,"PHILO, William",Men,Bronze
,"DOUGLAS, John William Henry T.",Men,Gold
,"BAKER, Reginald L.",Men,Silver
,"LAPIZE, Octave",Men,Bronze
,"BARTLETT, Charles Henry",Men,Gold
,"DENNY, Arthur",Men,Silver
,"ANDERSON, William",Men,Bronze
,"ANDREWS, Walter",Men,Bronze
,"MCCARTHY, Frederick",Men,Bronze
,"MORTON, William",Men,Bronze
,"JONES, Benjamin",Men,Gold
,"KINGSBURY, Clarence Brickwood",Men,Gold
,"MEREDITH, Leonard Lewis",Men,Gold
,"PAYNE, Ernest",Men,Gold
,"GÖTZE, Max",Men,Silver
,"KATZER, Rudolf",Men,Silver
,"MARTENS, Herman",Men,Silver
,"NEUMER, Karl",Men,Silver
,"BROOKS, Colin",Men,Bronze
,"ISAACS, Walter H.T.",Men,Bronze
,"AUFFRAY, André",Men,Gold
,"SCHILLES, Maurice",Men,Gold
,"HAMLIN, Frederick G.",Men,Silver
,"JOHNSON, Horace Thomas",Men,Silver
,"WERBROECK, Joseph",Men,Bronze
,"KINGSBURY, Clarence Brickwood",Men,Gold
,"JONES, Benjamin",Men,Silver
,"AUFFRAY, André",Men,Bronze
,"JONES, Benjamin",Men,Gold
,"SCHILLES, Maurice",Men,Silver
,"NEUMER, Karl",Men,Bronze
,"JOHNSON, Victor Louis",Men,Gold
