NOMEATLETA;NOMEESPORTE;MODALIDADE;MEDALHA
MARDEN, Anne R.;Rowing;Single Sculls (1X);Silver
MCKEE, Charles;Sailing;470 - Two Person Dinghy;Bronze
SHADDEN, John Thomas;Sailing;470 - Two Person Dinghy;Bronze
PEPONNET, Thierry;Sailing;470 - Two Person Dinghy;Gold
PILLOT, Luc;Sailing;470 - Two Person Dinghy;Gold
TONISTE, Tonu;Sailing;470 - Two Person Dinghy;Silver
TONISTE, Toomas;Sailing;470 - Two Person Dinghy;Silver
MOSKALENKO, Larisa;Sailing;470 - Two Person Dinghy;Bronze
SHUNIKHOVSKAYA, Irina;Sailing;470 - Two Person Dinghy;Bronze
JEWELL, Lynne M.;Sailing;470 - Two Person Dinghy;Gold
JOLLY, Allison Blair;Sailing;470 - Two Person Dinghy;Gold
BENGTSSON, Birgitta;Sailing;470 - Two Person Dinghy;Silver
SÖDERSTRÖM, Marit;Sailing;470 - Two Person Dinghy;Silver
GEBHARDT, Michael William;Sailing;Board (Division Ii);Bronze
KENDALL, Anthony Bruce;Sailing;Board (Division Ii);Gold
BOERSMA, Jan D.;Sailing;Board (Division Ii);Silver
BANK, Jesper;Sailing;Fleet/Match Race Keelboat Open (Soling);Bronze
MATHIASEN, Jan Dupont;Sailing;Fleet/Match Race Keelboat Open (Soling);Bronze
SECHER, Steen Klaaborg;Sailing;Fleet/Match Race Keelboat Open (Soling);Bronze
FLACH, Thomas;Sailing;Fleet/Match Race Keelboat Open (Soling);Gold
J�KEL, Bernd;Sailing;Fleet/Match Race Keelboat Open (Soling);Gold
SCHÜMANN, Jochen;Sailing;Fleet/Match Race Keelboat Open (Soling);Gold
BAYLIS, William Henry;Sailing;Fleet/Match Race Keelboat Open (Soling);Silver
BILLINGHAM, Robert Iain Colin;Sailing;Fleet/Match Race Keelboat Open (Soling);Silver
KOSTECKI, John Paul;Sailing;Fleet/Match Race Keelboat Open (Soling);Silver
MCLAUGHLIN, Frank Joseph;Sailing;Flying Dutchman;Bronze
MILLEN, John Charles;Sailing;Flying Dutchman;Bronze
GRÖNBORG, Christian;Sailing;Flying Dutchman;Gold
MÖLLER, Jörgen  Bojsen;Sailing;Flying Dutchman;Gold
BJÖRKUM, Erik;Sailing;Flying Dutchman;Silver
POLLEN, Ole Petter;Sailing;Flying Dutchman;Silver
CUTLER, John;Sailing;Single-Handed Dinghy (Finn);Bronze
DORESTE, Jose Luis;Sailing;Single-Handed Dinghy (Finn);Gold
HOLMBERG, Peter;Sailing;Single-Handed Dinghy (Finn);Silver
FREITAS, Clinio;Sailing;Tornado - Multihull;Bronze
GRAEL SCHMIDT, Lars;Sailing;Tornado - Multihull;Bronze
HENARD, Nicolas;Sailing;Tornado - Multihull;Gold
LE DEROFF, Jean Yves;Sailing;Tornado - Multihull;Gold
SELLERS, Rex Samuel;Sailing;Tornado - Multihull;Silver
TIMMS, Christopher;Sailing;Tornado - Multihull;Silver
FALCAO, Nelson;Sailing;Two-Person Keelboat Open (Star);Bronze
GRAEL, Torben;Sailing;Two-Person Keelboat Open (Star);Bronze
MCINTYRE, Michael Mackay;Sailing;Two-Person Keelboat Open (Star);Gold
VAILE, Philip Brynolf;Sailing;Two-Person Keelboat Open (Star);Gold
HAENEL, Harold;Sailing;Two-Person Keelboat Open (Star);Silver
REYNOLDS, Mark Jeffrey;Sailing;Two-Person Keelboat Open (Star);Silver
LOGVINENKO, Marina;Shooting;10M Air Pistol (40 Shots);Bronze
SEKARIC, Jasna;Shooting;10M Air Pistol (40 Shots);Gold
SALUKVADZE, Nino;Shooting;10M Air Pistol (40 Shots);Silver
XU, Haifeng;Shooting;10M Air Pistol (60 Shots);Bronze
KIRIAKOV, Tanyu;Shooting;10M Air Pistol (60 Shots);Gold
BULJUNG, Erich;Shooting;10M Air Pistol (60 Shots);Silver
MALUKHINA, Anna;Shooting;10M Air Rifle (40 Shots);Bronze
SHILOVA, Irina;Shooting;10M Air Rifle (40 Shots);Gold
SPERBER, Silvia;Shooting;10M Air Rifle (40 Shots);Silver
RIEDERER, Johann;Shooting;10M Air Rifle (60 Shots);Bronze
MAKSIMOVIC, Goran;Shooting;10M Air Rifle (60 Shots);Gold
BERTHELOT, Nicolas;Shooting;10M Air Rifle (60 Shots);Silver
SEKARIC, Jasna;Shooting;25M Pistol (30+30 Shots);Bronze
SALUKVADZE, Nino;Shooting;25M Pistol (30+30 Shots);Gold
HASEGAWA, Tomoko;Shooting;25M Pistol (30+30 Shots);Silver
KOVACS, Zoltan;Shooting;25M Rapid Fire Pistol (60 Shots);Bronze
KUZMINS, Afanasijs;Shooting;25M Rapid Fire Pistol (60 Shots);Gold
SCHUMANN, Ralf;Shooting;25M Rapid Fire Pistol (60 Shots);Silver
BASINSKI, Igor;Shooting;50M Pistol (60 Shots);Bronze
BABII, Sorin;Shooting;50M Pistol (60 Shots);Gold
SKAN�KER, Ragnar;Shooting;50M Pistol (60 Shots);Silver
CHERKASOVA, Valentina;Shooting;50M Rifle 3 Positions (3X20 Shots);Bronze
SPERBER, Silvia;Shooting;50M Rifle 3 Positions (3X20 Shots);Gold
LETCHEVA, Vessela Nikolaeva;Shooting;50M Rifle 3 Positions (3X20 Shots);Silver
IVANOV, Kirill;Shooting;50M Rifle 3 Positions (3X40 Shots);Bronze
COOPER, Malcolm Douglas;Shooting;50M Rifle 3 Positions (3X40 Shots);Gold
ALLAN, Alister Millar;Shooting;50M Rifle 3 Positions (3X40 Shots);Silver
ZAHONYI, Attila;Shooting;50M Rifle Prone (60 Shots);Bronze
VARGA, Miroslav;Shooting;50M Rifle Prone (60 Shots);Gold
CHA, Young-Chul;Shooting;50M Rifle Prone (60 Shots);Silver
AVRAMENKO, Gennadi;Shooting;50M Running Target (30+30 Shots);Bronze
HEIESTAD, Tor;Shooting;50M Running Target (30+30 Shots);Gold
HUANG, Shi-Ping;Shooting;50M Running Target (30+30 Shots);Silver
GUARDIOLA HAY, Jorge;Shooting;Skeet (125 Targets);Bronze
WEGNER, Axel;Shooting;Skeet (125 Targets);Gold
DE IRRUARRIZAGA, Alfonso;Shooting;Skeet (125 Targets);Silver
PEETERS, Frans;Shooting;Trap (125 Targets);Bronze
MONAKOV, Dmitri;Shooting;Trap (125 Targets);Gold
BEDNARIK, Miloslav;Shooting;Trap (125 Targets);Silver
AN, Jae Hyung;Table Tennis;Doubles;Bronze
YOO, Nam-Kyu;Table Tennis;Doubles;Bronze
CHEN, Long-Can;Table Tennis;Doubles;Gold
WEI, Qing-Guang;Table Tennis;Doubles;Gold
LUPULESKU, Ilija;Table Tennis;Doubles;Silver
PRIMORAC, Zoran;Table Tennis;Doubles;Silver
PERKUCIN, Gordana;Table Tennis;Doubles;Bronze
REED, Jasna;Table Tennis;Doubles;Bronze
HYUN, Jung Hwa;Table Tennis;Doubles;Gold
YANG, Young-Ja;Table Tennis;Doubles;Gold
CHEN, Jing;Table Tennis;Doubles;Silver
JIAO, Zhi-Min;Table Tennis;Doubles;Silver
LINDH, Erik;Table Tennis;Singles;Bronze
YOO, Nam-Kyu;Table Tennis;Singles;Gold
KIM, Ki Taik;Table Tennis;Singles;Silver
JIAO, Zhi-Min;Table Tennis;Singles;Bronze
CHEN, Jing;Table Tennis;Singles;Gold
LI, Hui-Fen;Table Tennis;Singles;Silver
EDBERG, Stefan;Tennis;Doubles;Bronze
JARRYD, Anders;Tennis;Doubles;Bronze
MECIR, Miloslav;Tennis;Doubles;Bronze
SREJBER, Milan;Tennis;Doubles;Bronze
FLACH, Kenneth;Tennis;Doubles;Gold
SEGUSO, Robert A.;Tennis;Doubles;Gold
CASAL MARTINEZ, Sergio;Tennis;Doubles;Silver
SANCHEZ, Emilio;Tennis;Doubles;Silver
GRAF, Steffi;Tennis;Doubles;Bronze
KOHDE-KILSCH, Claudia;Tennis;Doubles;Bronze
SMYLIE, Elizabeth;Tennis;Doubles;Bronze
TURNBULL, Wendy;Tennis;Doubles;Bronze
GARRISON, Zina;Tennis;Doubles;Gold
SHRIVER, Pamela Howard;Tennis;Doubles;Gold
NOVOTNA, Jana;Tennis;Doubles;Silver
SUKOVA, Helena;Tennis;Doubles;Silver
EDBERG, Stefan;Tennis;Singles;Bronze
GILBERT, Bradley N.;Tennis;Singles;Bronze
MECIR, Miloslav;Tennis;Singles;Gold
MAYOTTE, Timothy C.;Tennis;Singles;Silver
GARRISON, Zina;Tennis;Singles;Bronze
MALEEVA-FRAGNIERE, Manuela;Tennis;Singles;Bronze
GRAF, Steffi;Tennis;Singles;Gold
SABATINI, Gabriela;Tennis;Singles;Silver
CASTELLANI, Daniel Jorge;Volleyball;Volleyball;Bronze
COLLA, Daniel M.;Volleyball;Volleyball;Bronze
CONTE, Hugo Nestor;Volleyball;Volleyball;Bronze
CUMINETTI, Juan Carlos;Volleyball;Volleyball;Bronze
DE PALMA, Esteban;Volleyball;Volleyball;Bronze
DIZ, Alejandro;Volleyball;Volleyball;Bronze
KANTOR, Waldo Ariel;Volleyball;Volleyball;Bronze
MARTINEZ, Esteban Eduardo;Volleyball;Volleyball;Bronze
QUIROGA, Raul Nicolas;Volleyball;Volleyball;Bronze
URIARTE, Jon Emili;Volleyball;Volleyball;Bronze
WEBER, Carlos;Volleyball;Volleyball;Bronze
ZULIANELLO, Claudio F.;Volleyball;Volleyball;Bronze
BUCK, Craig Werner;Volleyball;Volleyball;Gold
CTVRTLIK, Robert Jan;Volleyball;Volleyball;Gold
FORTUNE, Scott Thomas;Volleyball;Volleyball;Gold
KIRALY, Charles;Volleyball;Volleyball;Gold
LUYTIES, Ricci Judson;Volleyball;Volleyball;Gold
PARTIE, Robert Douglas;Volleyball;Volleyball;Gold
ROOT, Jonathan Edward;Volleyball;Volleyball;Gold
SATO, Eric;Volleyball;Volleyball;Gold
SAUNDERS, David Patrick;Volleyball;Volleyball;Gold
STORK, Jeffrey Malcolm;Volleyball;Volleyball;Gold
TANNER, Troy R.;Volleyball;Volleyball;Gold
TIMMONS, Steve Dennis;Volleyball;Volleyball;Gold
ANTONOV, Yaroslav;Volleyball;Volleyball;Silver
CHEREDNIK, Yuri;Volleyball;Volleyball;Silver
KRASILNIKOV, Yevgeni;Volleyball;Volleyball;Silver
KUZNETSOV, Andrei;Volleyball;Volleyball;Silver
LOSEV, Valeri;Volleyball;Volleyball;Silver
PANCHENKO, Yuri;Volleyball;Volleyball;Silver
RUNOV, Igor;Volleyball;Volleyball;Silver
SAPEGA, Yuri;Volleyball;Volleyball;Silver
SHKURIKHIN, Vladimir;Volleyball;Volleyball;Silver
SOROKOLET, Aleksandr;Volleyball;Volleyball;Silver
VILDE, Raimundas;Volleyball;Volleyball;Silver
ZAITSEV, Viacheslav;Volleyball;Volleyball;Silver
CUI, Yong-Mei;Volleyball;Volleyball;Bronze
HOU, Yu-Zhu;Volleyball;Volleyball;Bronze
JIANG, Ying;Volleyball;Volleyball;Bronze
LI, Guo-Jun;Volleyball;Volleyball;Bronze
LI, Yue-Ming;Volleyball;Volleyball;Bronze
SU, Huijuan;Volleyball;Volleyball;Bronze
WANG, Ya-Jun;Volleyball;Volleyball;Bronze
WU, Dan;Volleyball;Volleyball;Bronze
YANG, Xiao-Jun;Volleyball;Volleyball;Bronze
YANG, Xi-Lan;Volleyball;Volleyball;Bronze
ZHAO, Hong;Volleyball;Volleyball;Bronze
ZHENG, Mei-Zhu;Volleyball;Volleyball;Bronze
KORYTOVA, Svetlana;Volleyball;Volleyball;Gold
KRAINOVA, Tatyana;Volleyball;Volleyball;Gold
KRIVOSHEEVA, Olga;Volleyball;Volleyball;Gold
KUMYSH, Marina;Volleyball;Volleyball;Gold
NIKULINA, Marina;Volleyball;Volleyball;Gold
OGIENKO, Valentina;Volleyball;Volleyball;Gold
OVCHINNIKOVA, Elena;Volleyball;Volleyball;Gold
PARKHOMCHUK, Irina;Volleyball;Volleyball;Gold
SHKURNOVA, Olga;Volleyball;Volleyball;Gold
SIDORENKO, Tatyana;Volleyball;Volleyball;Gold
SMIRNOVA, Irina;Volleyball;Volleyball;Gold
VOLKOVA, Elena;Volleyball;Volleyball;Gold
CERVERA, Luisa;Volleyball;Volleyball;Silver
DE LA GUERRA, Alejandra;Volleyball;Volleyball;Silver
FAJARDO, Denisse;Volleyball;Volleyball;Silver
GALLARDO, Miriam;Volleyball;Volleyball;Silver
GARCIA, Rosa;Volleyball;Volleyball;Silver
HEREDIA, Isabel;Volleyball;Volleyball;Silver
HORNY, Katherine;Volleyball;Volleyball;Silver
MALAGA, Natalia;Volleyball;Volleyball;Silver
PEREZ DEL SOLAR, Gabriela;Volleyball;Volleyball;Silver
TAIT, Cecilia;Volleyball;Volleyball;Silver
TORREALVA, Gina;Volleyball;Volleyball;Silver
URIBE, Cenaida;Volleyball;Volleyball;Silver
HE, Zhuo-Qiang;Weightlifting;- 52KG, Total (Flyweight);Bronze
MARINOV, Sevdalin;Weightlifting;- 52KG, Total (Flyweight);Gold
CHUN, Byung-Kwan;Weightlifting;- 52KG, Total (Flyweight);Silver
LIU, Shoubin;Weightlifting;- 56KG, Total (Bantamweight);Bronze
MIRZOYAN, Oksen;Weightlifting;- 56KG, Total (Bantamweight);Gold
HE, Ying-Qiang;Weightlifting;- 56KG, Total (Bantamweight);Silver
ZAWIEJA, Martin;Weightlifting;+ 110KG, Total (Super Heavyweight);Bronze
KURLOVICH, Alexandre;Weightlifting;+ 110KG, Total (Super Heavyweight);Gold
NERLINGER, Manfred;Weightlifting;+ 110KG, Total (Super Heavyweight);Silver
WELLER, Ronny;Weightlifting;100 - 110KG, Total (Heavyweight);Bronze
ZAKHAREVICH, Yuri;Weightlifting;100 - 110KG, Total (Heavyweight);Gold
JACSO, Jozsef;Weightlifting;100 - 110KG, Total (Heavyweight);Silver
YE, Huan-Ming;Weightlifting;56 - 60KG, Total (Featherweight);Bronze
SULEYMANOGLU, Naim;Weightlifting;56 - 60KG, Total (Featherweight);Gold
TOPUROV, Stefan;Weightlifting;56 - 60KG, Total (Featherweight);Silver
LI, Jin-He;Weightlifting;60 - 67.5KG, Total (Lightweight);Bronze
KUNZ, Joachim;Weightlifting;60 - 67.5KG, Total (Lightweight);Gold
MILITOSIAN, Israel;Weightlifting;60 - 67.5KG, Total (Lightweight);Silver
VARBANOV, Aleksander;Weightlifting;67.5 - 75KG, Total (Middleweight);Bronze
GIDIKOV, Borislav;Weightlifting;67.5 - 75KG, Total (Middleweight);Gold
STEINHOEFEL, Ingo;Weightlifting;67.5 - 75KG, Total (Middleweight);Silver
LEE, Kyung-Kun;Weightlifting;75 - 82.5KG, Total (Light-Heavyweight);Bronze
ARSAMAKOV, Israil;Weightlifting;75 - 82.5KG, Total (Light-Heavyweight);Gold
MESSZI, Istvan;Weightlifting;75 - 82.5KG, Total (Light-Heavyweight);Silver
ZAWADA, Slawomir;Weightlifting;82.5 - 90KG, Total (Middle-Heavyweight);Bronze
KHRAPATY, Anatoli;Weightlifting;82.5 - 90KG, Total (Middle-Heavyweight);Gold
MUKHAMEDYAROV, Nail;Weightlifting;82.5 - 90KG, Total (Middle-Heavyweight);Silver
IMMESBERGER, Peter;Weightlifting;90 - 100KG, Total (First-Heavyweight);Bronze
KUZNETSOV, Pavel;Weightlifting;90 - 100KG, Total (First-Heavyweight);Gold
VLAD, Nicu;Weightlifting;90 - 100KG, Total (First-Heavyweight);Silver
KARAMCHAKOV, Sergei;Wrestling Free.;- 48KG (Light-Flyweight);Bronze
KOBAYASHI, Takashi;Wrestling Free.;- 48KG (Light-Flyweight);Gold
TZONOV, Ivan;Wrestling Free.;- 48KG (Light-Flyweight);Silver
SCHRÖDER, Andreas;Wrestling Free.;100 - 130KG (Super Heavyweight);Bronze
GOBEDJICHVILI, David;Wrestling Free.;100 - 130KG (Super Heavyweight);Gold
BAUMGARTNER, Bruce Robert;Wrestling Free.;100 - 130KG (Super Heavyweight);Silver
TOHUZOV, Vladimir;Wrestling Free.;48 - 52KG (Flyweight);Bronze
SATO, Mitsuru;Wrestling Free.;48 - 52KG (Flyweight);Gold
TRSTENA, Saban;Wrestling Free.;48 - 52KG (Flyweight);Silver
NOH, Kyung-Sun;Wrestling Free.;52 - 57KG (Bantamweight);Bronze
BELOGLAZOV, Sergei;Wrestling Free.;52 - 57KG (Bantamweight);Gold
MOHAMMADIAN, Asgari;Wrestling Free.;52 - 57KG (Bantamweight);Silver
CHTEREV, Simeon;Wrestling Free.;57 - 62KG (Featherweight);Bronze
SMITH, John;Wrestling Free.;57 - 62KG (Featherweight);Gold
SARKISYAN, Stepan;Wrestling Free.;57 - 62KG (Featherweight);Silver
CARR, Nathaniel;Wrestling Free.;62 - 68KG (Lightweight);Bronze
FADZAEV, Arsen;Wrestling Free.;62 - 68KG (Lightweight);Gold
PARK, Jang-Soon;Wrestling Free.;62 - 68KG (Lightweight);Silver
SOFIADI-RAKHMAT, Sukra;Wrestling Free.;68 - 74KG (Welterweight);Bronze
MONDAY, Kenneth;Wrestling Free.;68 - 74KG (Welterweight);Gold
VARAEV, Adlan;Wrestling Free.;68 - 74KG (Welterweight);Silver
LOHYNA, Jozef;Wrestling Free.;74 - 82KG (Middleweight);Bronze
HAN, Myung-Woo;Wrestling Free.;74 - 82KG (Middleweight);Gold
GENCALP, Necmi;Wrestling Free.;74 - 82KG (Middleweight);Silver
KIM, Tae-Woo;Wrestling Free.;82 - 90KG (Light-Heavyweight);Bronze
KHADARTSEV, Makharbek;Wrestling Free.;82 - 90KG (Light-Heavyweight);Gold
OTA, Akira;Wrestling Free.;82 - 90KG (Light-Heavyweight);Silver
SCHERR, William Edwin;Wrestling Free.;90 - 100KG (Heavyweight);Bronze
PUSCASU, Vasile;Wrestling Free.;90 - 100KG (Heavyweight);Gold
KHABELOV, Yuri;Wrestling Free.;90 - 100KG (Heavyweight);Silver
TSENOV, Bratan Tzenov;Wrestling Gre-R;- 48KG (Light-Flyweight);Bronze
MAENZA, Vincenzo;Wrestling Gre-R;- 48KG (Light-Flyweight);Gold
GLAB, Andrzej;Wrestling Gre-R;- 48KG (Light-Flyweight);Silver
JOHANSSON, Tomas;Wrestling Gre-R;100 - 130KG (Super Heavyweight);Bronze
KARELIN, Aleksandr;Wrestling Gre-R;100 - 130KG (Super Heavyweight);Gold
GEROVSKI, Rangel Ivanov;Wrestling Gre-R;100 - 130KG (Super Heavyweight);Silver
LEE, Jae-Suk;Wrestling Gre-R;48 - 52KG (Flyweight);Bronze
RÖNNINGEN, Jon;Wrestling Gre-R;48 - 52KG (Flyweight);Gold
MIYAHARA, Atsuji;Wrestling Gre-R;48 - 52KG (Flyweight);Silver
HOLIDIS, Charalambos;Wrestling Gre-R;52 - 57KG (Bantamweight);Bronze
SIKE, Andras;Wrestling Gre-R;52 - 57KG (Bantamweight);Gold
BALOV, Stoyan;Wrestling Gre-R;52 - 57KG (Bantamweight);Silver
AN, Dae-Hyun;Wrestling Gre-R;57 - 62KG (Featherweight);Bronze
MADZHIDOV, Kamandar;Wrestling Gre-R;57 - 62KG (Featherweight);Gold
VANGELOV, Jivko;Wrestling Gre-R;57 - 62KG (Featherweight);Silver
SIPILA, Tapio;Wrestling Gre-R;62 - 68KG (Lightweight);Bronze
DJULFALAKIAN, Levon;Wrestling Gre-R;62 - 68KG (Lightweight);Gold
KIM, Sung-Moon;Wrestling Gre-R;62 - 68KG (Lightweight);Silver
TRACZ, Jozef;Wrestling Gre-R;68 - 74KG (Welterweight);Bronze
KIM, Young-Nam;Wrestling Gre-R;68 - 74KG (Welterweight);Gold
TURLYKHANOV, Daulet;Wrestling Gre-R;68 - 74KG (Welterweight);Silver
KIM, Sang-Kyu;Wrestling Gre-R;74 - 82KG (Middleweight);Bronze
MAMIASHVILI, Mikhail;Wrestling Gre-R;74 - 82KG (Middleweight);Gold
KOMAROMI, Tibor;Wrestling Gre-R;74 - 82KG (Middleweight);Silver
POPOV, Vladimir;Wrestling Gre-R;82 - 90KG (Light-Heavyweight);Bronze
KOMCHEV, Atanas Slavov;Wrestling Gre-R;82 - 90KG (Light-Heavyweight);Gold
KOSKELA, Harri Matias;Wrestling Gre-R;82 - 90KG (Light-Heavyweight);Silver
KOSLOWSKI, Dennis Marvin;Wrestling Gre-R;90 - 100KG (Heavyweight);Bronze
WRONSKI, Andrzej;Wrestling Gre-R;90 - 100KG (Heavyweight);Gold
HIMMEL, Gerhard;Wrestling Gre-R;90 - 100KG (Heavyweight);Silver
XIONG, Ni;Diving;10M Platform;Bronze
SUN, Shuwei;Diving;10M Platform;Gold
DONIE, Scott R.;Diving;10M Platform;Silver
CLARK, Mary Ellen;Diving;10M Platform;Bronze
FU, Mingxia;Diving;10M Platform;Gold
MIROCHINA, Elena;Diving;10M Platform;Silver
SAUTIN, Dmitry;Diving;3M Springboard;Bronze
LENZI, Mark Edward;Diving;3M Springboard;Gold
TAN, Liang-De;Diving;3M Springboard;Silver
BALDUS, Brita Pia;Diving;3M Springboard;Bronze
GAO, Min;Diving;3M Springboard;Gold
LACHKO, Irina;Diving;3M Springboard;Silver
BERKOFF, David Charles;Swimming;100M Backstroke;Bronze
TEWKSBURY, Mark;Swimming;100M Backstroke;Gold
ROUSE, Jeff Norman;Swimming;100M Backstroke;Silver
LOVELESS, Lea;Swimming;100M Backstroke;Bronze
EGERSZEGI, Krisztina;Swimming;100M Backstroke;Gold
SZABO, Tunde;Swimming;100M Backstroke;Silver
ROGERS, Philip John;Swimming;100M Breaststroke;Bronze
DIEBEL, Nelson;Swimming;100M Breaststroke;Gold
ROZSA, Norbert;Swimming;100M Breaststroke;Silver
RILEY, Samantha Linette;Swimming;100M Breaststroke;Bronze
RUDKOVSKAYA, Elena;Swimming;100M Breaststroke;Gold
NALL, Anita;Swimming;100M Breaststroke;Silver
NESTY, Anthony Conrad;Swimming;100M Butterfly;Bronze
MORALES, Pablo;Swimming;100M Butterfly;Gold
SZUKALA, Rafal;Swimming;100M Butterfly;Silver
PLEWINSKI, Catherine;Swimming;100M Butterfly;Bronze
QIAN, Hong;Swimming;100M Butterfly;Gold
AHMANN-LEIGHTON, Christine;Swimming;100M Butterfly;Silver
CARON, Stephan;Swimming;100M Freestyle;Bronze
POPOV, Alexander;Swimming;100M Freestyle;Gold
BORGES, Gustavo;Swimming;100M Freestyle;Silver
VAN ALMSICK, Franziska;Swimming;100M Freestyle;Bronze
ZHUANG, Yong;Swimming;100M Freestyle;Gold
THOMPSON, Jenny;Swimming;100M Freestyle;Silver
HOFFMANN, J??rg;Swimming;1500M Freestyle;Bronze
PERKINS, Kieren John;Swimming;1500M Freestyle;Gold
HOUSMAN, Glen Clifford;Swimming;1500M Freestyle;Silver
BATTISTELLI, Stefano;Swimming;200M Backstroke;Bronze
LOPEZ-ZUBERO, Martin;Swimming;200M Backstroke;Gold
SELKOV, Vladimir;Swimming;200M Backstroke;Silver
STEVENSON, Nicole Dawn;Swimming;200M Backstroke;Bronze
EGERSZEGI, Krisztina;Swimming;200M Backstroke;Gold
HASE, Dagmar;Swimming;200M Backstroke;Silver
GILLINGHAM, Nick;Swimming;200M Breaststroke;Bronze
BARROWMAN, Mike;Swimming;200M Breaststroke;Gold
ROZSA, Norbert;Swimming;200M Breaststroke;Silver
NALL, Anita;Swimming;200M Breaststroke;Bronze
IWASAKI, Kyoko;Swimming;200M Breaststroke;Gold
LIN, Li;Swimming;200M Breaststroke;Silver
ESPOSITO, Franck;Swimming;200M Butterfly;Bronze
STEWART, Melvin;Swimming;200M Butterfly;Gold
LOADER, Danyon Joseph;Swimming;200M Butterfly;Silver
O'NEILL, Susan;Swimming;200M Butterfly;Bronze
SANDERS, Summer;Swimming;200M Butterfly;Gold
WANG, Xiaohong;Swimming;200M Butterfly;Silver
KASVIO, Antti Alexander;Swimming;200M Freestyle;Bronze
SADOVYI, Evgueni;Swimming;200M Freestyle;Gold
HOLMERTZ, Anders;Swimming;200M Freestyle;Silver
KIELGASS, Kerstin;Swimming;200M Freestyle;Bronze
HAISLETT, Nicole Lee;Swimming;200M Freestyle;Gold
VAN ALMSICK, Franziska;Swimming;200M Freestyle;Silver
CZENE, Attila;Swimming;200M Individual Medley;Bronze
DARNYI, Tamas;Swimming;200M Individual Medley;Gold
BURGESS, Gregory;Swimming;200M Individual Medley;Silver
HUNGER, Daniela;Swimming;200M Individual Medley;Bronze
LIN, Li;Swimming;200M Individual Medley;Gold
SANDERS, Summer;Swimming;200M Individual Medley;Silver
HOLMERTZ, Anders;Swimming;400M Freestyle;Bronze
SADOVYI, Evgueni;Swimming;400M Freestyle;Gold
PERKINS, Kieren John;Swimming;400M Freestyle;Silver
LEWIS, Hayley Jane;Swimming;400M Freestyle;Bronze
HASE, Dagmar;Swimming;400M Freestyle;Gold
EVANS, Janet;Swimming;400M Freestyle;Silver
SACCHI, Luca;Swimming;400M Individual Medley;Bronze
DARNYI, Tamas;Swimming;400M Individual Medley;Gold
NAMESNIK, Eric;Swimming;400M Individual Medley;Silver
SANDERS, Summer;Swimming;400M Individual Medley;Bronze
EGERSZEGI, Krisztina;Swimming;400M Individual Medley;Gold
LIN, Li;Swimming;400M Individual Medley;Silver
PINGER, Mark;Swimming;4X100M Freestyle Relay;Bronze
RICHTER, Dirk;Swimming;4X100M Freestyle Relay;Bronze
SZIGAT, Andreas;Swimming;4X100M Freestyle Relay;Bronze
TRÖGER, Christian;Swimming;4X100M Freestyle Relay;Bronze
ZESNER, Steffen;Swimming;4X100M Freestyle Relay;Bronze
ZIKARSKY, Bengt;Swimming;4X100M Freestyle Relay;Bronze
BIONDI, Matthew;Swimming;4X100M Freestyle Relay;Gold
HUDEPOHL, Joseph;Swimming;4X100M Freestyle Relay;Gold
JAGER, Thomas Michael;Swimming;4X100M Freestyle Relay;Gold
JORDAN, Shaun;Swimming;4X100M Freestyle Relay;Gold
OLSEN, Jon;Swimming;4X100M Freestyle Relay;Gold
THOMAS, Joel;Swimming;4X100M Freestyle Relay;Gold
BASHKATOV, Juri;Swimming;4X100M Freestyle Relay;Silver
KHNYKIN, Pavlo;Swimming;4X100M Freestyle Relay;Silver
POPOV, Alexander;Swimming;4X100M Freestyle Relay;Silver
PRIGODA, Guennadi;Swimming;4X100M Freestyle Relay;Silver
PYSHNENKO, Vladimir;Swimming;4X100M Freestyle Relay;Silver
TAIANOVITCH, Veniamin;Swimming;4X100M Freestyle Relay;Silver
HADDING, Annette;Swimming;4X100M Freestyle Relay;Bronze
HUNGER, Daniela;Swimming;4X100M Freestyle Relay;Bronze
KIELGASS, Kerstin;Swimming;4X100M Freestyle Relay;Bronze
OSYGUS, Simone;Swimming;4X100M Freestyle Relay;Bronze
STELLMACH, Manuela;Swimming;4X100M Freestyle Relay;Bronze
VAN ALMSICK, Franziska;Swimming;4X100M Freestyle Relay;Bronze
AHMANN-LEIGHTON, Christine;Swimming;4X100M Freestyle Relay;Gold
HAISLETT, Nicole Lee;Swimming;4X100M Freestyle Relay;Gold
MARTINO, Angel;Swimming;4X100M Freestyle Relay;Gold
TAPPIN, Ashley T;Swimming;4X100M Freestyle Relay;Gold
THOMPSON, Jenny;Swimming;4X100M Freestyle Relay;Gold
TORRES, Dara;Swimming;4X100M Freestyle Relay;Gold
LE, Jingyi;Swimming;4X100M Freestyle Relay;Silver
LU, Bin;Swimming;4X100M Freestyle Relay;Silver
YANG, Wenyi;Swimming;4X100M Freestyle Relay;Silver
ZHAO, Kun;Swimming;4X100M Freestyle Relay;Silver
ZHUANG, Yong;Swimming;4X100M Freestyle Relay;Silver
CLARKE, Stephen;Swimming;4X100M Medley Relay;Bronze
CLEVELAND, Jonathan Thomas;Swimming;4X100M Medley Relay;Bronze
GERY, Marcel;Swimming;4X100M Medley Relay;Bronze
PONTING, Thomas;Swimming;4X100M Medley Relay;Bronze
TEWKSBURY, Mark;Swimming;4X100M Medley Relay;Bronze
